query_id,system,rank,score,candidate_id
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,1,0.01639344262295082,f2a67593-e988-5f41-999f-5f6194665e3f
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,2,0.01639344262295082,766a92d2-abe4-5543-8db8-2f6cc01753e6
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,3,0.016129032258064516,ffd0a648-595c-5dc5-8df4-13000ac090d1
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,4,0.016129032258064516,d3d37786-d3f8-555e-8986-a05eeb49197d
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,5,0.015873015873015872,bfda3f84-6d85-518f-ae13-54b7c290167f
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,6,0.015873015873015872,a643c23a-0794-5137-b616-4f6e1ef1ec6c
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,7,0.015625,41895a4c-bd7f-5f04-b9ab-dd1982b00ef4
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,8,0.015625,d75ae0ab-cb9f-53d6-a35b-550547bad897
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,9,0.015384615384615385,80112651-1d05-531c-95c6-450948746c6e
blockchain_fintech,Hybrid_RRF_BM25Plus_BGE-M3,10,0.015384615384615385,167eb907-1a48-5e5e-af13-522152cb2ab4
customer_support_success,Hybrid_RRF_BM25Plus_BGE-M3,1,0.03252247488101534,73c69d01-b6d4-5955-931f-1412d814e1c3
customer_support_success,Hybrid_RRF_BM25Plus_BGE-M3,2,0.01639344262295082,9751ab1b-eb55-5161-921d-7657b1073de7
customer_support_success,Hybrid_RRF_BM25Plus_BGE-M3,3,0.016129032258064516,dedb917a-87b6-5356-a4e3-86618a3f4967
customer_support_success,Hybrid_RRF_BM25Plus_BGE-M3,4,0.015873015873015872,6b018149-98ae-5a7c-a8db-cc9babe69d0c
customer_support_success,Hybrid_RRF_BM25Plus_BGE-M3,5,0.015873015873015872,4d7bb4b6-5c73-59e7-8873-cdbf0c3b6730
customer_support_success,Hybrid_RRF_BM25Plus_BGE-M3,6,0.015625,baa1e7fb-35ea-512a-ab7f-53fe7e625612
