query_id,system,rank,score,candidate_id
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,1,0.032018442622950824,d75ae0ab-cb9f-53d6-a35b-550547bad897
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,2,0.029857397504456328,f1f298c8-3ab8-5603-aefa-48ec259d6e46
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,3,0.02967032967032967,c538f014-09a8-5110-b269-454303b1b5f2
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,4,0.01639344262295082,766a92d2-abe4-5543-8db8-2f6cc01753e6
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,5,0.016129032258064516,d3d37786-d3f8-555e-8986-a05eeb49197d
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,6,0.016129032258064516,74c32d3c-1e3b-51b9-93de-b4437b8d2440
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,7,0.015873015873015872,a643c23a-0794-5137-b616-4f6e1ef1ec6c
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,8,0.015873015873015872,0aaf6443-0168-524a-83b8-19c034036358
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,9,0.015625,e60f1893-098e-565a-939e-17ec84eda470
blockchain_fintech,Hybrid_RRF_BM25Plus_MXBAI,10,0.015384615384615385,167eb907-1a48-5e5e-af13-522152cb2ab4
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,1,0.03252247488101534,73c69d01-b6d4-5955-931f-1412d814e1c3
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,2,0.01639344262295082,baa1e7fb-35ea-512a-ab7f-53fe7e625612
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,3,0.016129032258064516,dedb917a-87b6-5356-a4e3-86618a3f4967
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,4,0.015873015873015872,4d7bb4b6-5c73-59e7-8873-cdbf0c3b6730
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,5,0.015873015873015872,3c4538a5-6633-5cfd-8944-0e1d516ed66c
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,6,0.015625,6763f79c-9ae1-51b0-ae23-f6350f1d5400
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,7,0.015625,b4164206-a8e2-5bd0-b5e9-d99b78993416
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,8,0.015384615384615385,9b147687-fff6-5929-a10a-00c323ebfe92
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,9,0.015384615384615385,e62e99fa-0549-5d8f-a05e-b1cbac6da503
customer_support_success,Hybrid_RRF_BM25Plus_MXBAI,10,0.015151515151515152,e52388b2-7681-54df-bb22-75af5aebfc08
cybersecurity,Hybrid_RRF_BM25Plus_MXBAI,1,0.03278688524590164,5efd01f9-fc7c-5994-9637-4e901e8d7e40
cybersecurity,Hybrid_RRF_BM25Plus_MXBAI,2,0.03225806451612903,2630b4ed-c956-5158-86d1-1e353c5113a0
cybersecurity,Hybrid_RRF_BM25Plus_MXBAI,3,0.031024531024531024,3b426027-7adb-5d03-8e85-6bac07e8bcb2
